Date,AMZN,PG,XOM,BRK_B,JNJ,BA,DWDP,AMT,AAPL,NEE,XL,PLD,HIG,WMT
2000-02-22,63.5625,29.021011,24.101635,32.400002,25.050026,26.42104,35.680717,36.98262,3.643761,10.919379,25.911041,9.683861,22.700029,34.901623
2000-02-23,70.4375,28.317957,23.842047,32.32,24.253525,25.231674,34.625538,39.068542,3.7218,10.879445,25.716511,9.654426,22.485073,34.085747
2000-02-24,68.4375,27.653942,23.262968,30.780001,23.496843,24.849361,33.66806,38.786652,3.688282,10.28725,24.782782,9.62499,22.356094,34.720303
2000-02-25,69.125,26.599342,22.703859,29.799999,22.939293,25.698929,33.081848,38.335648,3.533709,9.965772,24.627148,9.536685,21.32428,32.272678
2000-02-28,65.75,27.614893,23.482613,29.200001,23.178244,25.146713,33.628971,40.759819,3.625753,10.321095,25.366362,9.477819,21.490656,33.496483
2000-02-29,68.875,27.458647,24.061697,28.799999,22.939293,25.104244,33.922085,44.424248,3.669774,10.456446,25.171833,9.507254,21.663961,35.354893
2000-03-01,65.875,27.57583,24.301315,29.34,23.377365,24.679472,32.319767,44.08601,4.172017,10.439528,26.105572,9.507254,21.577309,35.536198
2000-03-02,62.5625,27.282885,24.600834,29.360001,23.476929,24.424601,31.108267,43.747746,3.905889,10.507209,26.494614,9.477819,21.230684,36.669361
2000-03-03,62.5,27.634417,24.181496,29.379999,23.417194,24.424601,34.312885,45.890026,4.097981,10.557965,27.078203,9.448384,21.490656,38.165157
2000-03-06,63.9375,27.321943,23.302896,28.9,22.461397,23.872389,32.573795,46.002773,4.023945,10.270332,26.533525,9.507254,21.490656,36.624035
2000-03-07,63.5,19.060905,25.559305,29,21.824179,23.617531,30.014006,44.762505,3.933903,10.64257,26.300093,9.507254,20.797405,34.493683
2000-03-08,63.625,18.123495,25.439503,28.780001,22.620693,22.683018,30.678379,48.652447,3.905889,11.184001,26.4168,9.536685,20.36413,35.037598
2000-03-09,68.8125,18.045378,25.699089,28,23.158327,22.937887,29.974924,48.370567,3.913892,11.590081,25.949936,9.507254,20.88406,35.490887
