Date,AMZN,PG,XOM,BRK_B,JNJ,BA,DWDP,AMT,AAPL,NEE,XL,PLD,HIG,WMT
2002-11-12,19.82,28.440086,23.146872,48.599998,39.556381,22.282467,24.627861,1.217721,1.001444,16.450626,51.456821,14.921424,31.309534,39.614273
2002-11-13,20.41,28.56996,22.711678,48.599998,39.497059,22.232937,24.947948,1.145559,0.998243,16.435694,50.856258,14.854513,31.215714,40.445538
2002-11-14,21.209999,28.796389,23.459661,49,39.846355,22.183392,26.21888,1.398124,1.043705,16.60004,51.615196,15.055249,32.060158,40.879601
2002-11-15,22.209999,29.062786,23.697662,49.259998,39.776932,22.289549,25.88938,1.353023,1.021294,17.003468,51.806583,14.971606,33.09948,40.820732
2002-11-18,22.42,28.686497,23.779264,48.98,39.069336,21.879129,25.588121,1.822071,1.002084,17.087135,51.476597,14.943723,32.406612,39.489239
2002-11-19,21.290001,29.002838,23.935659,49.34,38.884178,22.218781,26.021179,2.074634,0.977753,17.087135,51.258835,14.832199,32.947922,38.930138
2002-11-20,22.9,29.299194,23.962872,48.439999,39.677731,22.45229,26.454239,2.092675,0.994401,17.466654,52.895515,14.821052,33.344879,40.01889
2002-11-21,23.4,28.879633,23.704472,48.32,39.333847,22.954691,27.602787,2.615844,1.046906,17.54435,52.466541,14.854513,33.943928,39.687836
2002-11-22,23.99,28.829685,23.269276,48.139999,38.718849,24.058554,27.282696,3.202154,1.025136,17.890995,53.865654,14.854513,34.694553,39.548065
2002-11-25,24.25,28.51668,23.527664,47.139999,38.77837,23.697674,28.120575,3.445698,1.022575,17.82226,52.961506,14.932572,34.304798,39.59222
2002-11-26,23.4,28.110443,23.092476,46.900002,37.30368,23.825043,28.064087,3.337456,0.986718,17.529554,52.466541,15.233681,33.409836,39.165546
2002-11-27,24.08,28.313572,23.77247,47.400002,38.183197,24.780313,28.996103,3.544919,1.006567,17.758888,53.442448,15.417686,34.404434,40.342579
2002-11-29,23.35,28.147072,23.663654,48.220001,37.707058,24.093937,30.031679,3.508839,0.99248,17.743807,54.929531,15.417686,35.616829,39.65107
2002-12-02,24.110001,27.571005,23.514067,48.220001,36.834152,24.129313,28.694847,3.698263,0.97199,17.381687,54.484737,15.64072,36.371853,40.004177
2002-12-03,23.74,28.133749,23.731668,47.740002,36.920132,24.22838,28.167645,3.445698,0.970709,17.722681,54.869801,15.562656,35.93626,39.673141
2002-12-04,23.389999,28.653208,23.643272,47.16,37.515282,24.00902,28.101746,3.157053,0.958543,17.384706,54.969383,15.534784,35.413555,40.048321
2002-12-05,22.58,28.380165,23.643272,46.959999,36.946564,23.322647,27.678101,2.832328,0.936773,17.351509,54.418354,15.612849,34.680309,39.0037
2002-12-06,22.610001,28.619909,23.901665,46.700001,36.549805,23.633991,28.007601,3.148033,0.957263,17.306248,54.79678,15.557092,34.266491,39.018414
2002-12-09,21.68,28.763088,23.466467,46.02,36.741566,22.926392,27.518057,2.742126,0.944457,17.767944,54.478088,15.808012,33.772827,38.143002
2002-12-10,21.860001,29.185968,23.82686,47.02,36.93996,22.820244,27.69693,2.940569,0.978393,17.864511,55.015862,15.746673,33.918022,38.613819
2002-12-11,22.129999,29.122719,23.813263,47.380001,37.144978,23.018373,28.628946,3.247255,0.99184,17.789076,55.25486,15.774555,34.360878,38.253345
2002-12-12,22.299999,29.202621,23.718067,47.700001,36.40432,22.678719,27.442741,3.508839,0.97263,17.979187,54.272312,15.808012,33.888973,37.797249
2002-12-13,22.18,29.106064,23.82686,47.540001,36.311729,22.218781,27.348597,3.56296,0.947018,18.000305,53.110516,15.612849,33.388058,37.179329
2002-12-16,22.51,29.31918,24.384453,47.119999,36.75481,22.586731,28.581873,3.55394,0.95086,18.045572,53.774399,15.696487,34.644012,38.209213
2002-12-17,22.459999,29.102737,24.153257,48,36.15303,22.537205,28.101746,3.608061,0.965587,18.036512,52.971096,15.57382,34.157612,37.473568
2002-12-18,22.1,29.092743,24.166855,47.759998,35.511574,22.657494,27.781658,3.454719,0.932931,18.10894,52.101425,15.534201,33.206558,37.116253
2002-12-19,21.690001,28.536657,23.901665,47.200001,35.319798,22.820244,27.52747,3.382558,0.90924,17.852438,51.796024,15.324814,33.141209,36.954178
2002-12-20,21.93,29.195969,24.275658,47.360001,36.053825,23.14575,28.148817,3.51786,0.905398,17.98522,51.716381,15.39272,33.758308,37.41832
2002-12-23,22.24,29.199306,24.309652,47.040001,36.040611,23.202356,27.922873,3.337456,0.927809,18.105925,52.147903,15.381406,33.968845,36.534252
2002-12-24,21.879999,29.146025,24.085257,47.84,36.305122,23.103289,28.233543,3.274316,0.919484,17.98522,52.373596,15.290864,33.83091,36.615288
2002-12-26,20.299999,29.112722,24.01726,48.400002,35.617371,23.089138,28.431246,3.075872,0.922046,18.045572,52.526287,15.279543,33.816387,36.659492
2002-12-27,18.860001,28.819696,23.554867,48.380001,35.12141,22.87686,27.405083,2.994691,0.900275,17.903746,51.47736,15.279543,32.807259,36.217438
2002-12-30,19.25,28.669851,23.629671,48.400002,35.564472,23.280191,27.734585,2.886449,0.900916,18.235682,51.64999,15.370086,33.061348,37.307808
2002-12-31,18.889999,28.616579,23.75886,48.459999,35.518181,23.343874,27.960529,3.184114,0.917564,18.145149,51.284843,15.483273,32.981499,37.212032
2003-01-02,19.57,29.239258,24.119255,47.880001,36.58947,23.973639,28.676016,3.472759,0.947658,18.507273,53.263206,15.358771,34.070484,38.015057
2003-01-03,20.52,28.919601,24.139662,48.060001,37.568203,24.18593,28.57246,3.328437,0.954061,18.465025,53.575237,15.658702,34.005146,36.8363
2003-01-06,20.700001,29.249235,24.738049,47.240002,37.925285,24.150553,29.080833,3.508839,0.954061,19.131924,55.082233,15.828468,35.268356,36.97628
2003-01-07,21.549999,28.799725,23.901665,47,37.072227,23.563231,29.033762,3.472759,0.95086,18.317154,54.776875,15.641725,34.927143,37.175194
2003-01-08,21.02,28.370169,23.799658,47.32,36.854004,23.704748,28.544218,3.409618,0.931651,18.347334,54.086426,15.56816,34.143082,36.82893
2003-01-09,21.450001,28.563305,24.302845,47.16,37.59465,23.987797,28.807817,3.51786,0.939975,18.383549,55.380981,15.47761,35.115887,38.250813
2003-01-10,21.32,28.679848,23.962872,46.82,37.826099,23.952408,28.892548,3.680223,0.942536,18.223612,55.467278,15.375751,35.101379,38.0298
2003-01-13,22.040001,28.699835,23.867662,46.669998,37.058994,24.27084,28.996103,3.815524,0.936773,17.912785,54.770229,15.387068,35.086861,37.779312
2003-01-14,22.74,28.75643,24.085257,46.52,37.270615,24.16469,29.250292,4.356734,0.935492,18.057646,55.102154,15.341791,35.362736,37.875088
2003-01-15,22.27,28.60326,23.752066,46.5,36.37125,23.59861,28.949032,4.510076,0.923967,17.933918,54.703831,15.109769,34.462502,37.270962
2003-01-16,21.799999,28.926254,23.860868,46.259998,36.159634,23.676441,29.325605,4.654399,0.936133,17.66836,53.747852,14.770224,34.06321,37.057316
2003-01-17,21.4,28.982861,23.60927,46.240002,36.232372,23.556166,28.958447,4.022986,0.902837,17.577831,53.701389,14.713634,33.656658,36.814198
2003-01-21,21.08,28.639894,23.065273,45.200001,35.703331,22.926392,28.779575,4.059069,0.897714,17.363579,52.944538,14.770224,32.814533,36.106941
2003-01-22,21.17,28.48262,22.772875,45.5,35.709946,22.487677,28.478317,4.167311,0.88875,17.586885,52.864868,14.758904,32.12484,35.414421
2003-01-23,21.790001,28.583019,22.718473,46.200001,36.239002,22.537205,28.666601,4.374774,0.907319,17.650259,53.276478,14.855117,32.734665,35.782787
2003-01-24,22.110001,28.178173,22.228886,45.66,35.452049,21.942818,27.772243,4.275552,0.883627,17.490322,51.052479,15.194656,31.311718,34.847145
2003-01-27,21.780001,27.786709,21.637287,44.700001,34.506405,21.666859,27.122652,4.12221,0.904757,17.26701,50.9529,15.194656,30.89794,34.699795
2003-01-28,21.620001,28.439152,22.208485,45,35.075092,22.254162,27.31094,4.464974,0.933571,17.556707,51.450787,15.194656,31.551323,35.495461
2003-01-29,22.08,28.462559,23.017679,44.98,34.651901,21.659775,27.39567,4.708519,0.955982,17.653271,50.40189,15.341791,31.711018,35.43652
2003-01-30,21.82,28.271847,22.596087,44.799999,34.083172,21.695154,26.360096,4.735581,0.916923,17.50239,49.386139,15.279543,30.309868,35.046047
2003-01-31,21.85,28.62986,23.221672,44.48,35.452049,22.353231,27.358011,4.582237,0.919484,17.620085,49.83094,15.647384,30.259047,35.215496
2003-02-03,22.16,28.680031,23.548067,45.32,35.27351,22.013578,26.990854,4.455956,0.938694,17.650259,50.51474,15.483273,30.026754,35.414421
2003-02-04,22.049999,28.743605,23.548067,44.119999,34.889954,22.105566,26.943785,4.419875,0.934852,17.399788,49.147125,15.375751,29.032145,34.736633
2003-02-05,22.17,28.539503,23.208076,44.799999,34.453476,21.820971,27.103827,4.311633,0.925247,17.200628,48.788635,15.426674,29.242685,34.434589
2003-02-06,22.09,28.388947,23.009531,43.279999,34.466713,21.7356,26.811979,4.302612,0.923967,17.212692,47.53392,15.534201,28.153692,34.471416
2003-02-07,21.440001,28.097878,22.831547,42.66,34.281559,21.34429,26.576624,4.293592,0.906038,17.064831,47.334751,15.437996,28.073841,34.471416
2003-02-10,21.4,28.395641,23.009531,42.119999,34.413818,21.536383,26.76491,4.18535,0.918844,17.085955,48.317303,15.562493,28.313421,34.640869
2003-02-11,20.780001,27.833561,22.845234,42.459999,34.387363,21.230453,26.322435,4.167311,0.918844,16.630289,47.467518,15.381406,27.652773,34.81031
2003-02-12,21.129999,27.877039,22.386551,41.959999,33.064777,21.081036,25.936449,4.068089,0.921406,16.355686,46.352203,15.336135,27.28977,35.252338
2003-02-13,20.059999,27.669609,22.680931,41.18,34.070755,20.98855,25.738752,4.158291,0.93101,16.633301,46.96962,15.347455,26.73077,35.097614
2003-02-14,20.059999,28.004183,22.893154,40.700001,34.362926,21.451002,26.058838,4.230452,0.939334,17.285126,47.195328,15.228613,26.861446,36.210087
2003-02-18,21.389999,28.308653,23.105373,41.880001,35.232807,21.34429,26.830811,4.401835,0.977753,17.387716,47.859219,15.39272,27.151834,36.158508
2003-02-19,21.190001,28.10457,23.125917,42.860001,34.907417,21.472353,26.444826,4.257512,0.95086,17.245895,47.73307,15.534201,26.941309,35.930134
2003-02-20,21.360001,27.920547,23.02323,41.799999,34.475803,20.753756,25.898794,4.311633,0.945737,17.224768,47.640141,15.624747,27.130062,35.421803
2003-02-21,21.780001,28.184872,23.399765,42.119999,35.511688,21.088154,26.510727,4.455956,0.960464,17.291162,48.795292,15.81716,27.115541,36.025913
2003-02-24,21.780001,27.733175,23.276535,42.299999,34.814465,20.269957,25.390421,4.19437,0.943817,17.242872,48.151314,15.551176,26.563801,35.097614
2003-02-25,21.879999,27.796743,23.372379,42,35.033588,20.056524,24.947948,4.248492,0.961745,17.595932,47.759632,15.845449,26.890495,35.679646
2003-02-26,21.639999,27.619434,23.167,41.900002,34.409412,19.807497,25.239788,4.239472,0.928449,17.233107,46.438492,15.658702,26.331482,35.23761
2003-02-27,21.620001,27.636164,23.262836,41.889999,35.046867,19.885765,25.399834,4.329673,0.9515,17.144682,47.128963,15.811506,26.953188,35.480728
2003-02-28,22.01,27.388575,23.290222,41.299999,34.82774,19.608288,25.701094,4.230452,0.961105,17.077602,47.095753,15.845449,26.426559,35.407066
2003-03-03,21.809999,27.0406,23.591452,42.200001,34.814465,19.288122,25.333933,4.356734,0.938054,17.330673,45.774624,15.834135,26.477766,35.208145
2003-03-04,22.27,26.729454,23.433994,42.66,34.323101,19.530025,24.430161,4.410854,0.932291,17.306288,45.475876,15.715293,26.192507,34.552448
2003-03-05,22.42,27.097481,23.90637,42.040001,35.066784,19.024874,24.882048,4.582237,0.936133,17.461784,46.292473,15.845449,26.221762,35.274441
2003-03-06,22.690001,26.816444,23.659918,42.240002,35.392155,18.612215,24.147732,4.609298,0.932291,17.666065,45.871311,15.726607,25.453756,34.920807
2003-03-07,22.969999,27.087431,23.817366,42.720001,36.7202,18.384539,24.496063,4.501055,0.93037,17.571552,46.125351,15.81716,25.614672,35.451256
2003-03-10,22.879999,26.69599,23.516151,45.18,35.943291,18.15687,23.874718,4.446934,0.920125,17.37031,44.708141,15.596452,24.393185,34.721897
2003-03-11,22.780001,27.000456,23.666754,44.799999,36.175705,17.943428,23.686428,4.464974,0.911161,17.464832,43.565056,15.658702,24.137192,34.478775
2003-03-12,23.360001,27.418688,23.317617,45.080002,36.308491,17.893629,23.959446,4.392815,0.91052,17.534958,43.163952,15.511566,23.625193,34.994492
2003-03-13,24.42,27.930586,23.611988,45.700001,36.839718,18.035927,25.315104,4.591257,0.942536,17.550203,45.316463,15.788865,25.088047,36.504776
2003-03-14,24.709999,27.903824,23.543528,45.400002,36.647141,18.178217,25.672852,4.564197,0.946378,17.495323,45.791088,15.788865,25.55617,36.364799
2003-03-17,26.549999,28.606434,23.995359,45.799999,37.44397,19.138708,26.708426,4.952064,0.961105,17.611185,46.773754,15.930342,27.040974,38.287647
2003-03-18,26.780001,28.981161,24.132286,45.259998,37.702934,19.800388,27.169725,5.132467,0.960464,17.778881,46.252354,15.919017,27.106789,38.493942
2003-03-19,26.540001,29.416111,24.365051,46,38.054855,19.885765,26.830811,5.132467,0.957263,17.812414,46.934196,16.060492,27.399355,39.150764
2003-03-20,27.450001,29.442871,24.365051,46.02,38.107994,19.793268,26.830811,5.123446,0.954702,17.900843,47.188213,15.986929,27.428619,39.195034
2003-03-21,27.93,29.743998,24.645737,45.98,38.957932,19.992483,28.261789,5.35797,0.960464,18.199648,48.244431,16.26988,28.174686,40.346298
2003-03-24,26.23,29.295664,24.173367,44.48,37.683025,19.231207,26.906126,5.051286,0.920125,17.867302,46.666794,15.907703,26.763021,38.759613
2003-03-25,26.9,29.449574,24.419815,44.299999,37.902161,19.473101,26.830811,5.069326,0.931651,18.004513,47.569263,16.060492,27.092163,39.460724
2003-03-26,27.76,29.553289,24.549894,43.959999,37.623245,18.782972,27.009684,4.834802,0.922686,17.964869,47.402145,16.151043,26.477766,39.35741
2003-03-27,27.77,29.703848,24.590963,43.700001,37.822453,18.868357,26.604868,4.934023,0.927809,18.071585,47.502399,15.986929,26.382677,39.512375
2003-03-28,27.18,29.657005,24.666279,43.439999,38.101357,18.569534,26.623697,4.825779,0.932931,17.897797,47.595985,16.049175,26.11204,39.209805
2003-03-31,26.030001,29.794174,23.926899,42.740002,38.42672,17.82959,25.992939,4.979124,0.905398,17.96792,47.315239,15.986929,25.812166,38.398018
2003-04-01,25.540001,29.951435,24.406134,43.759998,38.791935,18.263592,26.162394,4.970106,0.906679,18.004513,48.51849,16.264223,26.463137,38.685814
2003-04-02,26.379999,30.152178,24.440357,46.400002,38.785278,18.96796,26.830811,5.177568,0.934852,18.047199,49.320694,16.445101,27.267708,39.903503
2003-04-03,26.65,29.924669,23.995359,45.860001,38.154472,18.889692,26.454239,5.439151,0.925888,17.675213,49.166943,16.393419,27.370111,39.888752
2003-04-04,26.219999,30.162201,24.317142,46.18,38.406796,18.854126,27.150898,5.403069,0.922686,17.879499,50.249851,16.180967,27.589542,40.294666
2003-04-07,26.82,29.914623,23.995359,46.299999,38.068153,19.49445,27.254456,5.520333,0.927809,17.946589,50.310032,16.267099,28.181993,40.088013
2003-04-08,26.52,30.078571,23.673594,46.259998,38.181015,19.465992,26.972027,5.547395,0.925247,17.980112,50.102814,16.089098,28.072281,40.265129
2003-04-09,25.059999,29.874485,23.598299,46.560001,38.021656,19.551363,26.265951,5.556414,0.908599,17.839857,49.588078,15.710114,27.845537,39.630455
2003-04-10,25.67,29.700491,23.742064,46.560001,37.988464,19.273897,26.680182,5.592495,0.920125,18.071585,49.420944,15.537855,27.765081,40.279907
2003-04-11,25.75,29.84436,23.502457,46.68,38.101357,18.832777,26.444826,5.727797,0.845209,18.056343,49.547958,15.491927,27.999136,39.099094
2003-04-14,25.049999,30.095303,23.872137,47.48,38.366959,19.38773,27.160315,5.845058,0.869541,17.961821,50.99189,15.790509,28.928057,38.855549
2003-04-15,25.129999,30.209572,23.995359,47.220001,37.171719,19.416193,28.308863,6.007421,0.857374,18.236235,51.787392,15.859416,29.388859,40.803867
2003-04-16,24.379999,29.94742,23.748911,47.200001,36.115952,18.953728,27.960529,5.457192,0.84777,18.245384,51.553413,15.842191,28.964628,40.250362
2003-04-17,24.99,30.001194,23.98167,47.860001,36.52763,18.96084,28.525391,5.899179,0.840086,18.214893,52.596256,15.84793,29.337662,40.892433
2003-04-21,25.25,30.058329,23.872137,48.130001,36.760025,19.053331,28.581873,5.817998,0.841367,18.114283,53.284786,16.083355,29.403475,40.575092
2003-04-22,25.58,30.629721,24.248671,48.82,37.244774,19.779034,29.231462,5.827018,0.865058,18.071585,56.821053,16.221159,31.012636,41.320465
2003-04-23,25.43,30.434769,24.193905,48.52,37.716228,20.020939,29.63628,5.962321,0.869541,18.004513,56.727459,16.336006,30.507938,41.313099
2003-04-24,25.120001,30.206223,24.050137,47.98,38.181015,19.658083,29.956366,5.899179,0.860576,18.385639,55.477428,15.916837,29.520519,40.671028
2003-04-25,28.969999,29.960846,23.817366,47.18,37.324448,19.345041,29.062008,5.808979,0.854813,18.217939,55.069611,15.84793,29.154804,40.589836
2003-04-28,29.110001,30.481827,24.241816,47,37.855663,19.480219,30.18231,5.8631,0.887469,18.574673,55.383823,15.761802,30.032518,41.394264
2003-04-29,28.889999,30.535606,23.844767,46.939999,37.775978,19.750584,30.417671,5.511313,0.900275,18.596025,56.119133,15.84793,29.725313,41.755886
2003-04-30,28.690001,30.199484,24.098051,46.639999,37.424061,19.409077,30.728336,5.989381,0.91052,18.559425,55.016167,15.675673,29.81308,41.563995
2003-05-01,28.66,30.206223,24.289747,46.639999,37.397491,19.288122,30.154066,6.151744,0.919484,18.327705,55.724739,15.824959,31.371037,41.283566
2003-05-02,29.43,30.300333,24.673128,47,37.60997,20.362455,30.398842,6.620792,0.925247,18.425272,56.720783,15.8307,32.000065,41.438549
2003-05-05,29.959999,30.296974,24.269205,48.580002,37.490448,19.650976,30.342354,7.03572,1.030258,18.410032,56.353104,15.819221,32.768047,41.017895
2003-05-06,30.879999,30.149067,24.098051,49.279999,37.530293,20.020939,30.219967,6.756094,1.120542,18.312462,55.24345,15.801991,32.987492,41.261436
2003-05-07,30.700001,30.199484,24.241816,49.220001,37.855663,20.191692,29.852808,6.530591,1.130147,18.257584,54.762127,15.721606,32.811966,40.64888
2003-05-08,30.450001,29.954123,24.193905,48.540001,37.477169,20.020939,29.391506,6.314107,1.152557,18.336851,53.759396,15.991481,32.146351,40.597229
2003-05-09,30.959999,30.081858,24.455902,48.279999,37.410778,20.703959,30.09758,6.765115,1.171767,18.355146,54.314266,16.071863,31.904985,41.180244
2003-05-12,31.700001,29.87348,24.511065,49.34,37.291256,21.216221,30.615366,6.927476,1.188415,18.513693,55.577682,16.077606,34.011471,41.844452
2003-05-13,32.950001,29.513823,24.497269,49.220001,36.852993,21.024122,30.116409,6.819235,1.195458,18.708834,54.808922,15.985737,33.521439,40.951481
2003-05-14,32.599998,29.779358,24.276634,49.02,36.75338,21.10284,30.012852,6.900415,1.187774,18.74847,55.16991,15.842191,33.528763,39.778057
2003-05-15,32.630001,30.216301,24.331804,49.040001,36.813164,21.582283,30.09758,6.837275,1.1993,18.882631,55.350391,15.899608,33.609203,39.67474
2003-05-16,33.049999,30.357458,24.44211,49.18,37.373363,21.768337,30.078753,6.909437,1.203782,19.117405,55.818329,15.807734,34.742908,39.054825
2003-05-19,31.559999,30.260017,24.159426,48.98,36.433014,20.802288,29.043175,7.486727,1.158961,18.922268,54.361061,15.790509,33.462925,38.72271
2003-05-20,31.48,30.031439,24.352484,48.919998,36.006207,20.70211,29.626863,7.558887,1.139111,19.123505,54.307552,15.939799,33.141087,38.973625
2003-05-21,31.75,30.058329,24.676538,48.540001,35.646069,20.60907,29.363262,7.261224,1.142952,18.958855,54.688599,16.008699,32.694912,38.811268
2003-05-22,33,30.108746,24.786858,48.919998,35.59938,20.823751,29.137321,7.459666,1.167925,19.111303,55.323666,16.157997,32.292633,39.040058
2003-05-23,32.720001,30.182697,24.807545,49.299999,35.405987,21.46063,29.231462,7.66713,1.173047,19.901003,55.550938,16.238384,32.219498,38.375862
2003-05-27,34.849998,30.623001,25.310862,49.200001,35.626068,21.396225,29.796322,8.172261,1.208904,20.218103,56.279598,16.192451,33.177673,38.744865
2003-05-28,34.860001,30.848198,25.131594,48.560001,35.786129,21.739714,29.711594,8.34364,1.170486,20.196756,56.466778,15.865156,33.389774,39.372158
2003-05-29,35.549999,30.629721,24.800648,47.860001,35.60606,21.432005,29.523306,8.560124,1.158961,19.97113,56.112461,15.474703,33.485432,38.973625
2003-05-30,35.889999,30.861622,25.097122,47.48,36.246296,21.947235,29.937536,8.082056,1.149356,20.266888,58.19146,15.738835,34.31686,38.826038
2003-06-02,35.400002,30.693575,25.221231,47.619999,35.492676,22.870348,29.843393,8.34364,1.11734,20.358356,58.258301,16.043156,34.280079,38.715336
2003-06-03,35.23,30.938936,25.497021,48.349998,35.912834,22.977692,29.937536,7.883613,1.108376,20.681559,56.192703,16.209673,33.89011,39.003159
2003-06-04,35.389999,31.046499,25.786602,48.34,36.052887,24.008152,30.219967,8.073037,1.126945,20.801529,56.085712,16.456583,34.33894,39.748539
2003-06-05,35.52,30.713749,25.621128,48,34.692402,24.10117,30.125822,8.181279,1.129506,20.515448,56.724442,16.38768,34.905502,40.309418
2003-06-06,33.349998,30.518799,25.74523,47.959999,35.179226,24.945572,30.003437,7.84753,1.098131,20.312412,55.984871,16.714979,35.435257,39.571419
2003-06-09,33.68,30.44149,25.827967,47.919998,35.159229,23.736223,29.796322,7.270243,1.07508,20.226273,55.514244,16.381943,34.84663,39.696888
2003-06-10,34.07,30.451578,25.883123,48,35.105877,24.552002,29.965778,7.387503,1.100052,19.974018,56.482403,16.450838,35.332241,40.412735
2003-06-11,34.650002,30.417971,26.338196,48,35.345963,25.331989,29.749249,7.910674,1.11734,20.167822,56.522743,16.680519,36.090099,40.87767
2003-06-12,35.200001,30.525526,26.338196,48.299999,35.526031,25.582445,30.172895,7.730269,1.13783,20.380091,57.094227,16.491032,36.995102,40.612003
2003-06-13,34.130001,30.643162,26.152016,49,35.052525,25.289059,29.796322,7.622028,1.115419,20.204735,56.832016,16.221159,36.730225,39.910873
2003-06-16,35.84,31.056566,26.414026,49.299999,35.812798,26.054745,30.059923,7.441626,1.169846,20.610806,59.164989,16.542711,37.694118,40.774342
2003-06-17,35.84,30.885172,25.972761,49.700001,36.519695,25.868681,29.937536,7.730269,1.164723,20.456987,58.425419,16.416393,37.84861,40.634129
2003-06-18,35.849998,30.767513,25.74523,50,36.646427,25.639706,29.965778,8.027936,1.224272,20.626183,58.250633,16.135035,38.142937,40.833725
2003-06-19,35.5,30.387722,25.428068,49.82,36.286293,25.403549,29.890467,7.946755,1.225553,20.819986,56.287422,16.163742,37.245277,40.279308
2003-06-20,35.040001,30.663332,25.434969,49.880001,36.312969,25.425028,29.937536,7.775371,1.229395,20.736929,56.193291,16.157997,37.664665,40.109295
2003-06-23,35.580002,30.754072,25.469442,50.02,35.579388,24.65934,29.504477,7.396525,1.22043,20.660021,55.863865,15.91109,36.781738,39.724903
2003-06-24,35.400002,31.049856,25.441862,50.040001,35.079197,24.687952,29.796322,7.441626,1.202501,20.518515,57.080784,15.876642,37.811825,40.360634
2003-06-25,35.389999,30.481827,25.276392,49.279999,34.992508,24.623552,29.626863,7.495748,1.222351,20.438536,56.112637,16.020191,37.068687,40.050156
2003-06-26,36.720001,30.344025,25.303967,49.139999,34.879131,24.616396,29.843393,7.829493,1.235157,20.770761,56.946323,16.358969,38.003136,40.205383
2003-06-27,36.299999,29.970947,25.076435,48.720001,34.372284,24.487591,29.080833,8.036957,1.1993,20.533895,56.119339,16.450838,37.944263,39.769253
2003-06-30,36.32,29.974304,24.759275,48.599998,34.478973,24.559153,29.146732,7.982835,1.22043,20.564655,55.803368,16.175224,37.053978,39.673168
2003-07-01,37.25,30.236462,24.945431,48.400002,34.959164,24.795305,29.099663,8.082056,1.222351,20.561584,55.75629,16.52198,37.385078,40.175823
2003-07-02,37.849998,30.286884,25.014376,48.560001,35.279278,24.902647,29.316191,8.641308,1.233877,20.73386,55.870594,16.591911,37.99577,41.195934
2003-07-03,37.919998,30.236462,24.8627,48.139999,35.339294,24.745203,28.817234,8.605225,1.224912,20.358551,55.588219,16.626888,38.039936,40.626736
2003-07-07,39.049999,30.515432,24.85581,48,35.332626,25.052914,29.41975,8.803671,1.272295,20.173971,56.287422,16.656025,38.547604,41.802082
2003-07-08,40.509998,30.283525,24.580011,47.419998,34.999172,25.038603,29.372679,9.092313,1.306231,20.04785,56.421879,16.376286,39.276035,41.912968
2003-07-09,40.5,29.745737,24.724806,48.299999,34.625717,25.210333,29.353849,9.083294,1.273576,19.617176,56.334499,16.137341,38.834557,41.218102
2003-07-10,38.25,29.695332,24.476593,48.82,34.178883,24.823915,28.751335,8.812688,1.253726,19.380306,54.74107,15.729392,37.627876,41.122021
2003-07-11,37.650002,29.765911,24.545538,48.799999,34.599037,25.174568,29.062008,8.614245,1.271014,19.598719,54.868824,15.735218,38.054634,41.78727
2003-07-14,39.27,29.691978,24.338688,49.459999,35.746105,24.745203,29.438576,8.929949,1.274216,19.614103,54.962952,15.910052,38.621189,41.875992
2003-07-15,38.43,29.829781,24.26285,48.560001,35.04586,23.92943,29.109076,9.00211,1.255647,19.251108,54.660381,16.055752,38.334236,42.371265
2003-07-16,37.68,29.926065,24.076689,48,35.079197,23.89365,28.732504,9.00211,1.272295,19.011158,53.941013,16.119862,38.084076,41.875992
2003-07-17,36.32,29.777405,24.269741,47.919998,34.859127,23.736223,28.807817,8.551105,1.338247,19.035765,53.544327,15.910052,37.237923,41.247688
2003-07-18,34.98,30.338232,24.738596,47.779999,35.172569,23.865034,29.41975,8.2805,1.335686,19.284948,53.93428,16.0441,37.569019,42.134712
2003-07-21,35.330002,30.122005,24.393847,47.360001,34.265591,23.149437,29.193806,8.478945,1.319678,19.063456,54.068733,16.003304,37.10548,41.365963
2003-07-22,34.869999,30.236868,24.628275,47.450001,34.519009,23.30687,30.041094,8.451883,1.331844,19.195738,54.256989,16.014961,37.385078,42.060802
2003-07-23,40.110001,30.034176,24.593805,47.959999,34.812447,23.392733,30.078753,8.614245,1.331203,19.1619,51.829891,15.933372,36.840595,41.765118
2003-07-24,41.310001,29.807819,24.304224,47.900002,34.478973,23.042097,31.773331,8.623266,1.313275,19.171127,51.486984,16.102375,36.789097,41.122021
2003-07-25,41.599998,30.253771,24.655857,47.740002,34.832447,23.385574,32.338184,8.704448,1.379227,19.312634,52.777874,16.17231,37.495438,41.535961
2003-07-28,42.080002,29.834843,24.648958,48,34.318924,23.449984,33.044262,8.884851,1.34401,19.220345,53.04681,15.880923,37.929543,41.51379
2003-07-29,41.389999,29.42606,24.42832,48.279999,33.765404,22.934753,32.997189,8.018917,1.326722,19.072681,52.475288,16.224762,37.65731,41.018524
2003-07-30,40.66,29.645664,24.352484,48.119999,34.05883,23.271088,32.874798,8.1903,1.298548,19.038847,52.461876,16.539461,37.296776,41.321587
2003-07-31,41.639999,29.68619,24.531754,48.060001,34.539017,23.700439,33.232552,8.208338,1.349772,18.971165,53.450195,16.376286,38.40044,41.328983
2003-08-01,40.029999,29.290915,24.359383,47.860001,33.632015,23.199522,32.903046,8.34364,1.327362,18.826586,50.491951,16.318005,37.539589,40.855892
2003-08-04,39.650002,29.676062,24.552435,48.060001,33.745392,23.056412,32.837147,8.289518,1.358097,18.765057,51.500431,16.17231,36.877384,41.269859
2003-08-05,38.669998,29.571323,24.373163,47.759998,33.198524,22.340813,32.244045,8.34364,1.304951,18.549719,51.856777,16.236416,36.700794,40.878052
